Ime,Kraj,Leto,Moc [kW],Regija
Samooskrba,Bresternica,2018,10,Podravje
Samooskrba,Pesnica pri Mariboru,2018,11,Podravje
Samooskrba,Šentilj v Slovenskih goricah,2018,15,Podravje
Samooskrba,Šentilj v Slovenskih goricah,2018,10,Podravje
Samooskrba,Kamnica,2018,10,Podravje
Samooskrba,Jurovski Dol,2018,9.9,Podravje
Samooskrba,Slovenj Gradec,2018,11,Podravje
Samooskrba,Slovenj Gradec,2018,11,Podravje
Samooskrba,Podgorje pri Slovenj Gradcu,2018,11,Podravje
Samooskrba,Šentjanž pri Dravogradu,2018,11,Podravje
Samooskrba,Dravograd,2018,11,Podravje
Samooskrba,Šmartno pri Slovenj Gradcu,2018,11,Podravje
Samooskrba,Prevalje,2018,11,Podravje
Samooskrba,Slovenj Gradec,2018,11,Podravje
Samooskrba,Mislinja,2018,5,Podravje
Samooskrba,Kotlje,2018,8,Podravje
Samooskrba,Slovenj Gradec,2018,11,Podravje
Samooskrba,Slovenj Gradec,2018,11,Podravje
Samooskrba,Prevalje,2018,9,Podravje
Samooskrba,Mislinja,2018,11,Podravje
Samooskrba,Vuzenica,2018,11,Podravje
Samooskrba,Slovenj Gradec,2018,11,Podravje
Samooskrba,Slovenj Gradec,2018,11,Podravje
Samooskrba,Vuzenica,2018,10.8,Podravje
Samooskrba,Podgorje pri Slovenj Gradcu,2018,11,Podravje
Samooskrba,Jakobski Dol,2018,10,Podravje
Samooskrba,Pernica,2018,11,Podravje
Samooskrba,Mislinja,2018,11,Podravje
Samooskrba,Šentjanž pri Dravogradu,2018,9.3,Podravje
Samooskrba,Prevalje,2018,11,Podravje
Samooskrba,Mislinja,2018,11,Podravje
Samooskrba,Slovenj Gradec,2018,10.8,Podravje
Samooskrba,Šentjanž pri Dravogradu,2018,11,Podravje
Samooskrba,Dravograd,2018,11,Podravje
Samooskrba,Dravograd,2018,10.8,Podravje
Samooskrba,Slovenj Gradec,2018,10.8,Podravje
Samooskrba,Šentjanž pri Dravogradu,2018,11,Podravje
Samooskrba,Mislinja,2018,11,Podravje
Samooskrba,Kotlje,2018,9.35,Podravje
Samooskrba,Šentjanž pri Dravogradu,2018,11,Podravje
Samooskrba,Vuhred,2018,4.8,Podravje
Samooskrba,Šmartno pri Slovenj Gradcu,2018,11,Podravje
Samooskrba,Šmartno pri Slovenj Gradcu,2018,11,Podravje
Samooskrba,Šentjanž pri Dravogradu,2018,9.9,Podravje
Samooskrba,Radlje ob Dravi,2018,11,Podravje
Samooskrba,Radlje ob Dravi,2018,10.8,Podravje
Samooskrba,Muta,2018,11,Podravje
Samooskrba,Ravne na Koroškem,2018,10.83,Podravje
Samooskrba,Šmartno pri Slovenj Gradcu,2018,10.83,Podravje
Samooskrba,Ravne na Koroškem,2018,8.4,Podravje
Samooskrba,Ormož,2018,10,Podravje
Samooskrba,Rače,2018,10,Podravje
Samooskrba,Maribor,2018,7,Podravje
Samooskrba,Pernica,2018,10,Podravje
Samooskrba,Majšperk,2018,10,Podravje
Samooskrba,Maribor,2018,9,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,6,Podravje
Samooskrba,Lovrenc na Dravskem polju,2018,7,Podravje
Samooskrba,Ptujska Gora,2018,10,Podravje
Samooskrba,Trnovska vas,2018,15,Podravje
Samooskrba,Zgornja Kungota,2018,10.6,Podravje
Samooskrba,Maribor,2018,8,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Kamnica,2018,10,Podravje
Samooskrba,Zgornja Kungota,2018,10,Podravje
Samooskrba,Maribor,2018,9,Podravje
Samooskrba,Maribor,2018,7,Podravje
Samooskrba,Ptujska Gora,2018,15,Podravje
Samooskrba,Sveti Tomaž,2018,7,Podravje
Samooskrba,Rače,2018,10,Podravje
Samooskrba,Ptujska Gora,2018,11,Podravje
Samooskrba,Sveta Trojica v Slovenskih goricah,2018,10,Podravje
Samooskrba,Videm pri Ptuju,2018,10,Podravje
Samooskrba,Ruše,2018,10,Podravje
Samooskrba,Ormož,2018,10,Podravje
Samooskrba,Oplotnica,2018,10.8,Podravje
Samooskrba,Markovci,2018,10,Podravje
Samooskrba,Fram,2018,11,Podravje
Samooskrba,Pesnica pri Mariboru,2018,10,Podravje
Samooskrba,Starše,2018,8,Podravje
Samooskrba,Zgornja Ložnica,2018,11,Podravje
Samooskrba,Miklavž na Dravskem polju ,2018,15,Podravje
Samooskrba,Maribor,2018,9,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Maribor,2018,8,Podravje
Samooskrba,Maribor,2018,11,Podravje
Samooskrba,Maribor,2018,9,Podravje
Samooskrba,Limbuš,2018,10,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Maribor,2018,9,Podravje
Samooskrba,Maribor,2018,7,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Maribor,2018,15,Podravje
Samooskrba,Maribor,2018,9.9,Podravje
Samooskrba,Jakobski Dol,2018,15.18,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Maribor,2018,15,Podravje
Samooskrba,Ptuj,2018,10,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Pesnica pri Mariboru,2018,10.8,Podravje
Samooskrba,Majšperk,2018,10,Podravje
Samooskrba,Fram,2018,7,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Maribor,2018,11,Podravje
Samooskrba,Maribor,2018,11.1,Podravje
Samooskrba,Maribor,2018,8,Podravje
Samooskrba,Maribor,2018,10.26,Podravje
Samooskrba,Maribor,2018,7.56,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Maribor,2018,3.7,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Dornava,2018,10,Podravje
Samooskrba,Zgornja Ložnica,2018,11,Podravje
Samooskrba,Pesnica pri Mariboru,2018,10,Podravje
Samooskrba,Orehova vas,2018,7,Podravje
Samooskrba,Benedikt,2018,7,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Orehova vas,2018,10,Podravje
Samooskrba,Jarenina,2018,10.8,Podravje
Samooskrba,Spodnji Duplek,2018,11,Podravje
Samooskrba,Hoče,2018,7,Podravje
Samooskrba,Miklavž na Dravskem polju ,2018,10,Podravje
Samooskrba,Gorišnica,2018,10,Podravje
Samooskrba,Orehova vas,2018,9,Podravje
Samooskrba,Kidričevo,2018,5,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Poljčane,2018,8,Podravje
Samooskrba,Oplotnica,2018,10,Podravje
Samooskrba,Gorišnica,2018,7,Podravje
Samooskrba,Maribor,2018,9,Podravje
Samooskrba,Ruše,2018,13.2,Podravje
Samooskrba,Dornava,2018,15,Podravje
Samooskrba,Trnovska vas,2018,15.6,Podravje
Samooskrba,Dornava,2018,15.6,Podravje
Samooskrba,Dornava,2018,15.6,Podravje
Samooskrba,Hajdina,2018,10,Podravje
Samooskrba,Miklavž na Dravskem polju ,2018,9,Podravje
Samooskrba,Gorišnica,2018,7,Podravje
Samooskrba,Orehova vas,2018,10,Podravje
Samooskrba,Maribor,2018,15,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Rače,2018,10,Podravje
Samooskrba,Hajdina,2018,8,Podravje
Samooskrba,Pragersko,2018,10.8,Podravje
Samooskrba,Miklavž na Dravskem polju ,2018,12.1,Podravje
Samooskrba,Ptuj,2018,10,Podravje
Samooskrba,Ptuj,2018,10,Podravje
Samooskrba,Gorišnica,2018,11,Podravje
Samooskrba,Ptuj,2018,9,Podravje
Samooskrba,Spodnji Duplek,2018,10.83,Podravje
Samooskrba,Gorišnica,2018,10,Podravje
Samooskrba,Poljčane,2018,10.8,Podravje
Samooskrba,Fram,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,15,Podravje
Samooskrba,Ptuj,2018,15,Podravje
Samooskrba,Poljčane,2018,10.83,Podravje
Samooskrba,Orehova vas,2018,10,Podravje
Samooskrba,Polenšak,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,11,Podravje
Samooskrba,Poljčane,2018,10,Podravje
Samooskrba,Maribor,2018,9,Podravje
Samooskrba,Trnovska vas,2018,15,Podravje
Samooskrba,Pragersko,2018,15,Podravje
Samooskrba,Slovenska Bistrica,2018,8,Podravje
Samooskrba,Spodnji Duplek,2018,10,Podravje
Samooskrba,Markovci,2018,15,Podravje
Samooskrba,Voličina,2018,10.7,Podravje
Samooskrba,Poljčane,2018,10.83,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Trnovska vas,2018,10,Podravje
Samooskrba,Cerkvenjak,2018,5,Podravje
Samooskrba,Stoperce,2018,10,Podravje
Samooskrba,Pragersko,2018,10,Podravje
Samooskrba,Maribor,2018,11,Podravje
Samooskrba,Maribor,2018,10,Podravje
Samooskrba,Maribor,2018,11,Podravje
Samooskrba,Sveti Tomaž,2018,5,Podravje
Samooskrba,Pragersko,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,11,Podravje
Samooskrba,Sveta Trojica v Slovenskih goricah,2018,10,Podravje
Samooskrba,Zgornja Ložnica,2018,11,Podravje
Samooskrba,Laporje,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,10.8,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Poljčane,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Poljčane,2018,7,Podravje
Samooskrba,Zgornja Ložnica,2018,10,Podravje
Samooskrba,Zgornja Ložnica,2018,11,Podravje
Samooskrba,Zgornja Ložnica,2018,10,Podravje
Samooskrba,Zgornja Ložnica,2018,11,Podravje
Samooskrba,Zgornja Ložnica,2018,11,Podravje
Samooskrba,Maribor,2018,15,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Laporje,2018,13.42,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,15,Podravje
Samooskrba,Slovenska Bistrica,2018,11,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,11,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Poljčane,2018,8,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Poljčane,2018,15,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Šmartno na Pohorju,2018,10,Podravje
Samooskrba,Poljčane,2018,10,Podravje
Samooskrba,Šmartno na Pohorju,2018,11,Podravje
Samooskrba,Slovenska Bistrica,2018,9.66,Podravje
Samooskrba,Zgornja Ložnica,2018,11,Podravje
Samooskrba,Rače,2018,10,Podravje
Samooskrba,Pragersko,2018,10,Podravje
Samooskrba,Pragersko,2018,10.92,Podravje
Samooskrba,Oplotnica,2018,10,Podravje
Samooskrba,Oplotnica,2018,10,Podravje
Samooskrba,Zgornja Ložnica,2018,10,Podravje
Samooskrba,Oplotnica,2018,10,Podravje
Samooskrba,Miklavž na Dravskem polju ,2018,10,Podravje
Samooskrba,Oplotnica,2018,10,Podravje
Samooskrba,Oplotnica,2018,10,Podravje
Samooskrba,Voličina,2018,10,Podravje
Samooskrba,Zgornja Korena,2018,10,Podravje
Samooskrba,Jakobski Dol,2018,15.13,Podravje
Samooskrba,Voličina,2018,10,Podravje
Samooskrba,Oplotnica,2018,10,Podravje
Samooskrba,Orehova vas,2018,10,Podravje
Samooskrba,Makole,2018,10,Podravje
Samooskrba,Miklavž na Dravskem polju ,2018,10,Podravje
Samooskrba,Pragersko,2018,10,Podravje
Samooskrba,Pragersko,2018,10,Podravje
Samooskrba,Pragersko,2018,10,Podravje
Samooskrba,Fram,2018,15,Podravje
Samooskrba,Starše,2018,10,Podravje
Samooskrba,Rače,2018,10,Podravje
Samooskrba,Starše,2018,10,Podravje
Samooskrba,Miklavž na Dravskem polju ,2018,10,Podravje
Samooskrba,Pragersko,2018,6.05,Podravje
Samooskrba,Zgornja Polskava,2018,11,Podravje
Samooskrba,Orehova vas,2018,10,Podravje
Samooskrba,Pragersko,2018,10,Podravje
Samooskrba,Zgornja Ložnica,2018,11,Podravje
Samooskrba,Zgornja Polskava,2018,11,Podravje
Samooskrba,Ptuj,2018,10,Podravje
Samooskrba,Ptuj,2018,4,Podravje
Samooskrba,Ptuj,2018,11,Podravje
Samooskrba,Stoperce,2018,10,Podravje
Samooskrba,Podlehnik,2018,10,Podravje
Samooskrba,Destrnik,2018,8,Podravje
Samooskrba,Zgornja Ložnica,2018,15,Podravje
Samooskrba,Ptuj,2018,11,Podravje
Samooskrba,Kidričevo,2018,10,Podravje
Samooskrba,Ptujska Gora,2018,10,Podravje
Samooskrba,Majšperk,2018,10,Podravje
Samooskrba,Ptuj,2018,10,Podravje
Samooskrba,Ptuj,2018,10,Podravje
Samooskrba,Ptuj,2018,10,Podravje
Samooskrba,Gorišnica,2018,10,Podravje
Samooskrba,Ptuj,2018,10,Podravje
Samooskrba,Gorišnica,2018,10,Podravje
Samooskrba,Trnovska vas,2018,10,Podravje
Samooskrba,Trnovska vas,2018,10,Podravje
Samooskrba,Ormož,2018,10.8,Podravje
Samooskrba,Središče ob Dravi,2018,10,Podravje
Samooskrba,Velika Nedelja,2018,15,Podravje
Samooskrba,Ormož,2018,10,Podravje
Samooskrba,Lovrenc na Dravskem polju,2018,12,Podravje
Samooskrba,Gorišnica,2018,9.9,Podravje
Samooskrba,Hajdina,2018,8.1,Podravje
Samooskrba,Gorišnica,2018,10,Podravje
Samooskrba,Središče ob Dravi,2018,9.6,Podravje
Samooskrba,Ptuj,2018,10,Podravje
Samooskrba,Starše,2018,11.2,Podravje
Samooskrba,Lovrenc na Dravskem polju,2018,10,Podravje
Samooskrba,Žetale,2018,15,Podravje
Samooskrba,Ormož,2018,10,Podravje
Samooskrba,Kog,2018,10,Podravje
Samooskrba,Ptujska Gora,2018,10,Podravje
Samooskrba,Videm pri Ptuju,2018,7.2,Podravje
Samooskrba,Hajdina,2018,10.92,Podravje
Samooskrba,Starše,2018,10,Podravje
Samooskrba,Sveta Ana v Slovenskih goricah,2018,10,Podravje
Samooskrba,Benedikt,2018,10,Podravje
Samooskrba,Cirkovce,2018,10,Podravje
Samooskrba,Cerkvenjak,2018,7,Podravje
Samooskrba,Ptuj,2018,7.3,Podravje
Samooskrba,Cerkvenjak,2018,10.8,Podravje
Samooskrba,Slovenska Bistrica,2018,8,Podravje
Samooskrba,Šmartno na Pohorju,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,10,Podravje
Samooskrba,Slovenska Bistrica,2018,10.53,Podravje
Samooskrba,Šentilj v Slovenskih goricah,2018,15,Podravje
Samooskrba,Sveta Ana v Slovenskih goricah,2018,9,Podravje
Samooskrba,Ptuj,2018,15.3,Podravje
Samooskrba,Zgornja Ložnica,2018,15,Podravje
Samooskrba,Majšperk,2018,4,Podravje
Samooskrba,Hajdina,2018,10,Podravje
Samooskrba,Ptuj,2018,10,Podravje
Samooskrba,Ptuj,2018,10,Podravje
Samooskrba,Hajdina,2018,10.8,Podravje
Samooskrba,Cirkovce,2018,9,Podravje
Samooskrba,Dornava,2018,15.6,Podravje
Samooskrba,Lovrenc na Dravskem polju,2018,10,Podravje
Samooskrba,Majšperk,2018,10.8,Podravje
Samooskrba,Ptuj,2018,10,Podravje
Samooskrba,Ptuj,2018,15,Podravje
Samooskrba,Ptuj,2018,18.2,Podravje
Samooskrba,Zavrč,2018,9.9,Podravje
Samooskrba,Dornava,2018,15,Podravje
Samooskrba,Zavrč,2018,10,Podravje
Samooskrba,Moravske Toplice,2016,8.25,Prekmurje
Samooskrba,Sodišinci,2016,10,Prekmurje
Samooskrba,Križevci pri Ljutomeru,2016,11,Prekmurje
Samooskrba,Križevci pri Ljutomeru,2016,10,Prekmurje
Samooskrba,Križevci pri Ljutomeru,2016,10,Prekmurje
Samooskrba,Gornja Radgona,2016,5,Prekmurje
Samooskrba,Tišina,2016,10.92,Prekmurje
Samooskrba,Prosenjakovci,2016,10,Prekmurje
Samooskrba,Fokovci,2016,10,Prekmurje
Samooskrba,PETROVCI ,2016,7,Prekmurje
Samooskrba,Ljutomer,2016,10,Prekmurje
Samooskrba,Apače,2016,10,Prekmurje
Samooskrba,Ljutomer,2016,7.12,Prekmurje
Samooskrba,Radenci,2016,3,Prekmurje
Samooskrba,Beltinci,2017,10,Prekmurje
Samooskrba,Murska Sobota,2017,10,Prekmurje
Samooskrba,Črenšovci,2017,10,Prekmurje
Samooskrba,Šalovci,2017,10,Prekmurje
Samooskrba,Radenci,2017,11,Prekmurje
Samooskrba,Radenci,2017,7.41,Prekmurje
Samooskrba,Radenci,2017,11,Prekmurje
Samooskrba,Spodnji Ivanjci,2017,9.12,Prekmurje
Samooskrba,Gornja Radgona,2017,10.83,Prekmurje
Samooskrba,Radenci,2017,11,Prekmurje
Samooskrba,Bogojina,2017,10,Prekmurje
Samooskrba,Beltinci,2017,5.145,Prekmurje
Samooskrba,Turnišče,2017,6.5,Prekmurje
Samooskrba,Murska Sobota,2017,10.8,Prekmurje
Samooskrba,Črenšovci,2017,10,Prekmurje
Samooskrba,Šalovci,2017,10.8,Prekmurje
Samooskrba,Radenci,2017,11,Prekmurje
Samooskrba,Petrovci,2017,10.8,Prekmurje
Samooskrba,Mačkovci,2017,3.99,Prekmurje
Samooskrba,Murska Sobota,2017,10.83,Prekmurje
Samooskrba,Murska Sobota,2017,11,Prekmurje
Samooskrba,Petrovci,2017,10.8,Prekmurje
Samooskrba,Ljutomer,2017,10,Prekmurje
Samooskrba,Velika Polana,2017,9.3,Prekmurje
Samooskrba,Beltinci,2017,8,Prekmurje
Samooskrba,Lendava/Lendva,2017,5,Prekmurje
Samooskrba,Križevci pri Ljutomeru,2017,9.72,Prekmurje
Samooskrba,Gornja Radgona,2017,11,Prekmurje
Samooskrba,Veržej,2017,10.92,Prekmurje
Samooskrba,Ljutomer,2017,9,Prekmurje
Samooskrba,Ljutomer,2017,8,Prekmurje
Samooskrba,Murska Sobota,2017,10,Prekmurje
Samooskrba,Murska Sobota,2017,10,Prekmurje
Samooskrba,Mačkovci,2017,10,Prekmurje
Samooskrba,Beltinci,2017,7,Prekmurje
Samooskrba,Murska Sobota,2017,10,Prekmurje
Samooskrba,Radenci,2017,5.7,Prekmurje
Samooskrba,Turnišče,2017,10,Prekmurje
Samooskrba,Murska Sobota,2017,7,Prekmurje
Samooskrba,Puconci,2017,10,Prekmurje
Samooskrba,Moravske Toplice,2017,10,Prekmurje
Samooskrba,Lendava/Lendva,2017,3.5,Prekmurje
Samooskrba,Ljutomer,2017,7,Prekmurje
Samooskrba,Ljutomer,2017,10,Prekmurje
Samooskrba,Murska Sobota,2017,7,Prekmurje
Samooskrba,Gornja Radgona,2018,7.7,Prekmurje
Samooskrba,Križevci pri Ljutomeru,2018,10,Prekmurje
Samooskrba,Spodnji Ivanjci,2018,10,Prekmurje
Samooskrba,Gornja Radgona,2018,8.2,Prekmurje
Samooskrba,Apače,2018,10,Prekmurje
Samooskrba,Gornja Radgona,2018,9,Prekmurje
Samooskrba,Veržej,2018,10,Prekmurje
Samooskrba,Spodnji Ivanjci,2018,11.2,Prekmurje
Samooskrba,Veržej,2018,11,Prekmurje
Samooskrba,Križevci pri Ljutomeru,2018,11,Prekmurje
Samooskrba,Razkrižje,2018,10.83,Prekmurje
Samooskrba,Ljutomer,2018,10,Prekmurje
Samooskrba,Veržej,2018,10,Prekmurje
Samooskrba,Gornja Radgona,2018,10,Prekmurje
Samooskrba,Gornja Radgona,2018,11,Prekmurje
Samooskrba,Ljutomer,2018,10,Prekmurje
Samooskrba,Ljutomer,2018,8,Prekmurje
Samooskrba,Radenci,2018,10,Prekmurje
Samooskrba,Ljutomer,2018,9.41,Prekmurje
Samooskrba,Šalovci,2018,14.75,Prekmurje
Samooskrba,Beltinci,2018,7,Prekmurje
Samooskrba,Radenci,2018,10,Prekmurje
Samooskrba,Radenci,2018,10,Prekmurje
Samooskrba,Radenci,2018,10,Prekmurje
Samooskrba,Radenci,2018,11,Prekmurje
Samooskrba,Radenci,2018,10.98,Prekmurje
Samooskrba,Gornja Radgona,2018,8,Prekmurje
Samooskrba,Radenci,2018,11,Prekmurje
Samooskrba,Gornja Radgona,2018,11,Prekmurje
Samooskrba,Radenci,2018,11,Prekmurje
Samooskrba,Sveti Jurij ob Ščavnici,2018,10,Prekmurje
Samooskrba,Sveti Jurij ob Ščavnici,2018,11,Prekmurje
Samooskrba,Apače,2018,10,Prekmurje
Samooskrba,Gornja Radgona,2018,10,Prekmurje
Samooskrba,Radenci,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Mačkovci,2018,10,Prekmurje
Samooskrba,Turnišče,2018,9,Prekmurje
Samooskrba,Apače,2018,10,Prekmurje
Samooskrba,Radenci,2018,11,Prekmurje
Samooskrba,Beltinci,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Križevci pri Ljutomeru,2018,15,Prekmurje
Samooskrba,Ljutomer,2018,10,Prekmurje
Samooskrba,Sveti Jurij ob Ščavnici,2018,9,Prekmurje
Samooskrba,Veržej,2018,10,Prekmurje
Samooskrba,Lendava/Lendva,2018,10,Prekmurje
Samooskrba,Lendava/Lendva,2018,10,Prekmurje
Samooskrba,Lendava/Lendva,2018,10.02,Prekmurje
Samooskrba,Lendava/Lendva,2018,9,Prekmurje
Samooskrba,Lendava/Lendva,2018,10,Prekmurje
Samooskrba,Lendava/Lendva,2018,9,Prekmurje
Samooskrba,Lendava/Lendva,2018,10,Prekmurje
Samooskrba,Lendava/Lendva,2018,11,Prekmurje
Samooskrba,Lendava/Lendva,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,9,Prekmurje
Samooskrba,Beltinci,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Ljutomer,2018,10,Prekmurje
Samooskrba,Beltinci,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,10.92,Prekmurje
Samooskrba,Beltinci,2018,4,Prekmurje
Samooskrba,Spodnji Ivanjci,2018,7.02,Prekmurje
Samooskrba,Spodnji Ivanjci,2018,11,Prekmurje
Samooskrba,Radenci,2018,11,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Sveti Jurij ob Ščavnici,2018,10,Prekmurje
Samooskrba,Beltinci,2018,10,Prekmurje
Samooskrba,Apače,2018,10,Prekmurje
Samooskrba,Rogašovci,2018,11,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Črenšovci,2018,10,Prekmurje
Samooskrba,Radenci,2018,10,Prekmurje
Samooskrba,Gornja Radgona,2018,11,Prekmurje
Samooskrba,Ljutomer,2018,10,Prekmurje
Samooskrba,Sveti Jurij ob Ščavnici,2018,11,Prekmurje
Samooskrba,Mala Nedelja,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Tišina,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,7,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Črenšovci,2018,10,Prekmurje
Samooskrba,Črenšovci,2018,10,Prekmurje
Samooskrba,Črenšovci,2018,10,Prekmurje
Samooskrba,Črenšovci,2018,15,Prekmurje
Samooskrba,Fokovci,2018,10,Prekmurje
Samooskrba,Cankova,2018,10,Prekmurje
Samooskrba,Turnišče,2018,11,Prekmurje
Samooskrba,Beltinci,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,11,Prekmurje
Samooskrba,Murska Sobota,2018,10.8,Prekmurje
Samooskrba,Beltinci,2018,10,Prekmurje
Samooskrba,Mačkovci,2018,15,Prekmurje
Samooskrba,Grad,2018,10,Prekmurje
Samooskrba,Petrovci,2018,7,Prekmurje
Samooskrba,Grad,2018,10.6,Prekmurje
Samooskrba,Grad,2018,11.2,Prekmurje
Samooskrba,Grad,2018,15,Prekmurje
Samooskrba,Šalovci,2018,10,Prekmurje
Samooskrba,Križevci,2018,10,Prekmurje
Samooskrba,Mačkovci,2018,12.6,Prekmurje
Samooskrba,Beltinci,2018,10,Prekmurje
Samooskrba,Beltinci,2018,7,Prekmurje
Samooskrba,Martjanci,2018,7,Prekmurje
Samooskrba,Veržej,2018,10,Prekmurje
Samooskrba,Puconci,2018,15,Prekmurje
Samooskrba,Turnišče,2018,10,Prekmurje
Samooskrba,Tišina,2018,10,Prekmurje
Samooskrba,Beltinci,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,11,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,10.8,Prekmurje
Samooskrba,Tišina,2018,8,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Črenšovci,2018,9,Prekmurje
Samooskrba,Murska Sobota,2018,11.2,Prekmurje
Samooskrba,Beltinci,2018,7,Prekmurje
Samooskrba,Puconci,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,10.8,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,7,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Murska Sobota,2018,15,Prekmurje
Samooskrba,Tišina,2018,10,Prekmurje
Samooskrba,Beltinci,2018,10.8,Prekmurje
Samooskrba,Murska Sobota,2018,10,Prekmurje
Samooskrba,Tišina,2018,11,Prekmurje
Samooskrba,Obrov,2016,8,Primorska
Samooskrba,Ilirska Bistrica,2016,4,Primorska
Samooskrba, Ankaran,2016,11,Primorska
Samooskrba,Sežana,2017,10,Primorska
Samooskrba,Koper/Capodistria,2017,9,Primorska
Samooskrba,Koper/Capodistria,2017,9,Primorska
Samooskrba,Sežana,2017,10,Primorska
Samooskrba,Sečovlje/Sicciole,2017,10,Primorska
Samooskrba,Piran/Pirano,2017,7,Primorska
Samooskrba,Marezige,2017,7,Primorska
Samooskrba,Dekani,2017,11,Primorska
Samooskrba,Portorož/Portorose,2017,10,Primorska
Samooskrba,Ilirska Bistrica,2017,10,Primorska
Samooskrba,Koper/Capodistria,2017,10,Primorska
Samooskrba,Sežana,2017,7,Primorska
Samooskrba,Sežana,2017,10,Primorska
Samooskrba,Dutovlje,2017,10,Primorska
Samooskrba,Sečovlje/Sicciole,2017,7,Primorska
Samooskrba,Izola/Isola,2017,10,Primorska
Samooskrba,Dutovlje,2017,10,Primorska
Samooskrba,Sečovlje/Sicciole,2017,10,Primorska
Samooskrba,Senožeče,2017,10,Primorska
Samooskrba,Hruševje,2017,8,Primorska
Samooskrba,Štanjel,2017,10,Primorska
Samooskrba,Šmarje,2017,10,Primorska
Samooskrba,Sečovlje/Sicciole,2017,10,Primorska
Samooskrba,Pobegi,2017,11,Primorska
Samooskrba,Sečovlje/Sicciole,2017,10,Primorska
Samooskrba,Koper/Capodistria,2017,10.8,Primorska
Samooskrba,Kozina,2017,11,Primorska
Samooskrba,Dutovlje,2017,5.98,Primorska
Samooskrba,Prestranek,2017,11,Primorska
Samooskrba,Koper/Capodistria,2017,7.69,Primorska
Samooskrba,Sečovlje/Sicciole,2017,10,Primorska
