Ime,Kraj,Leto,Moc [kW],Regija
Sončna elektrarna MFE Sonja ,Laporje,2012,49.9,Podravje
MSE Košir Strdin ,Lovrenc na Pohorju ,2012,21.84,Podravje
MFE - Soelek ,Kidričevo ,2012,31.92,Podravje
SE Heler ,Maribor ,2012,44,Podravje
Mala sončna elektrarna S1 ,Kidričevo ,2012,990,Podravje
Mala sončna elektrarna S2 ,Kidričevo ,2012,900,Podravje
SE Črešnik 3 ,Ptuj ,2012,49.6,Podravje
Mala sončna elektrarna S4 ,Kidričevo ,2012,49,Podravje
MSE Lacko ,Ptuj ,2012,49,Podravje
SE- Dajnko ,Videm pri Ptuju ,2012,49.92,Podravje
Mala sončna elektrarna Ramuta IV ,Spodnji Duplek ,2012,49.14,Podravje
Sončna elektrarna Pruš ,Slovenska Bistrica ,2012,26.52,Podravje
SE Proinvesticije ,Ptuj ,2012,49.5,Podravje
MSE Jager Ptuj 1 ,Ptuj ,2012,49.92,Podravje
"FE Krap - 49,92 kWp ",Ormož ,2012,49.92,Podravje
Mala sončna elektrarna S3 ,Kidričevo ,2012,49,Podravje
MFE Paf ,Lenart v Slovenskih goricah ,2012,49.68,Podravje
SE Slovenja vas 7 ,Hajdina ,2012,49.5,Podravje
SE Feal 2 ,Ptuj ,2012,49.92,Podravje
SE Feal 1 ,Ptuj ,2012,49.98,Podravje
SE IKAR ,Videm pri Ptuju ,2012,46.56,Podravje
MFE Temnikar ,Slovenj Gradec ,2012,27.5,Podravje
MFE Kauran ,Pernica ,2012,9.84,Podravje
MFE Erjavec ,Sv. Trojica v Slovenskih goricah ,2012,48.88,Podravje
Mala sončna elektrarna Hercog ,Ptuj ,2012,23.04,Podravje
MFE LŠ Maribor ,Maribor ,2012,255.58,Podravje
MFE Zajko ,Ruše ,2012,14.7,Podravje
MFE Lavre ,Podgorje pri Slovenj Gradcu ,2012,49.68,Podravje
SE- Kovačec 4 ,Juršinci ,2012,31.92,Podravje
MFE Lajka ,Slovenj Gradec ,2012,49.82,Podravje
MSE Gregor Bezjak ,Maribor ,2012,12,Podravje
Sončna elektrarna Furman ,Ptujska Gora ,2012,16.43,Podravje
MSE Engoplus ,Fram ,2012,8.32,Podravje
MSE Vabel ,Pragersko ,2012,17.71,Podravje
"FE Jauk 3 - 24,96 kWp ",Sv. Ana v Slovenskih goricah ,2012,24.96,Podravje
MSE Majcen Trgovišče ,Velika Nedelja ,2012,49.49,Podravje
MFE MELTRON ,Prevalje ,2012,40.56,Podravje
"MFE Vujanovič - 10,08 kWp ",Selnica ob Dravi ,2012,10.08,Podravje
MFE SURSUM 5 ,Pragersko ,2012,49.82,Podravje
SE MEDVED 2 ,Pragersko,2012,49.9,Podravje
Mala sončna elektrarna SE FANDI ,Orehova vas ,2012,49.98,Podravje
"Sončna elektrarna Beta - 49,92 ",Maribor ,2012,49.92,Podravje
"FE Vihar 2 - 49,68 kWp ",Rače ,2012,49.68,Podravje
"MFE Kovinarstvo Bučar - 49,92 kWp ",Miklavž na Dravskem polju ,2012,49.92,Podravje
MSE Pogorevc ,Slovenska Bistrica ,2012,49.74,Podravje
Mala sončna elektrarna Ivan Kelc ,Cirkulane ,2012,27.12,Podravje
MSE MI&RO ,Orehova vas ,2012,97.78,Podravje
MFE Vuk 242 ,Ptuj ,2012,242.3,Podravje
"MFE KAGER HIŠA - 49,92 kWp ",Ptuj ,2012,49.92,Podravje
"Sončna elektrarna Alfa- 49,92 ",Maribor ,2012,49.92,Podravje
Mala Sončna elektrarna MFE TUŠ SLOVENJ GRADEC ,Slovenj Gradec ,2012,296.4,Podravje
MFE Kepnik ,Maribor ,2012,49.92,Podravje
SE Pomaranča1 ,Ptuj ,2012,45.9,Podravje
SFE Slovenska Bistrica ,Slovenska Bistrica ,2012,735.5,Podravje
Mala sončna elektrarna Prosigma II ,Slovenska Bistrica ,2012,26.24,Podravje
Mala sončna elektrarna Elektrosol ,Velika Nedelja ,2012,49.98,Podravje
MSE Solbiro ,Hoče ,2012,108.72,Podravje
Sončna elektrarna MSE President ,Maribor ,2012,220.99,Podravje
Mala sončna elektrarna Leguan storitve MFE Kolar 1 ,Miklavž na Dravskem polju ,2012,19.76,Podravje
"MFE Strmšnik 5 - 49,92 kWp ",Selnica ob Dravi ,2012,49.92,Podravje
MFE Gerhold 1 ,Muta ,2012,43.68,Podravje
MFE Čuš ,Markovci ,2012,49.4,Podravje
Sončna elektrarna MFE Marko ,Laporje ,2012,49.9,Podravje
MFE QLANDIA Maribor ,Maribor ,2012,992.64,Podravje
MFE Q CENTER PTUJ ,Ptuj ,2012,403.2,Podravje
MFE Qlandia Ptuj ,Ptuj ,2012,249.6,Podravje
MFE Janžič ,Zgornja Ložnica ,2012,10.4,Podravje
SE Naias ,Zgornja Kungota ,2012,120,Podravje
MFE Vičar I ,Velika Nedelja ,2012,49.74,Podravje
Mikro fotonapetostna elektrarna MFE Kenda,Makole ,2012,20.83,Podravje
MSE Paloma Šentilj,Šentilj v Slovenskih goricah ,2012,510.83,Podravje
Mala sončna elektrarna Muzek 2,Ptujska Gora ,2012,49,Podravje
SE Črešnar 1,Oplotnica ,2012,49.68,Podravje
SE Črešnar 2,Oplotnica ,2012,49.68,Podravje
MSE Solar Futura Alfa - Pragersko ,Pragersko ,2012,222.18,Podravje
Mala fotonapetostna elektrarna MFE Fa Maik ,Maribor ,2012,999.85,Podravje
MFE Vičar 2 ,Velika Nedelja ,2012,27.9,Podravje
MFE Dušej,Zgornja Ložnica ,2012,49.95,Podravje
MFE Marčič ,Kidričevo ,2012,49.7,Podravje
SE Proinvesticije III ,Ptuj ,2012,33.98,Podravje
SE Proinvesticije II ,Ptuj ,2012,49.92,Podravje
MSE PP Sela 3 ,Hajdina ,2012,883.4,Podravje
MSE PP Sela 2 ,Hajdina ,2012,562.64,Podravje
MFE Lašič ,Zgornja Kungota ,2012,19.11,Podravje
MFE Solar Futura Alfa - Slovenja vas ,Hajdina ,2012,490,Podravje
MFE Falcopa - mikro fotonapetostna elektrarna,Makole ,2012,49.98,Podravje
Sončna elektrarna MFE Veber,Prevalje,2012,2.02,Podravje
SE Slovenja vas-SV,Hajdina,2012,49.82,Podravje
SE Ana-SV,Hajdina,2012,49.82,Podravje
SE Edita-SV,Hajdina,2012,49.82,Podravje
SE Gal-SV,Hajdina,2012,49.82,Podravje
SE Žiga-SV,Hajdina,2012,49.82,Podravje
MFE Kamasun 2,Zgornja Ložnica ,2012,49.99,Podravje
Sončni park Zlatoličje,Starše,2012,768.98,Podravje
Mikro fotonapetostna elektrarna MFE Hauptman,Orehova vas ,2012,49.98,Podravje
MFE Ersim 1,Zgornja Ložnica ,2012,12.3,Podravje
MFE HIKO TRADE,Limbuš ,2012,117.81,Podravje
MFE PACK SERVICE,Limbuš ,2012,47.35,Podravje
MFE Irel - mikro fotonapetostna elektrarna,Makole ,2012,49.98,Podravje
SE Flajšman,Destrnik ,2012,41.28,Podravje
SE HIRPUS,Zgornja Kungota ,2012,10.92,Podravje
MFE Brumec ,Pragersko ,2012,49.74,Podravje
SE Inplan-SV,Hajdina,2012,49.82,Podravje
MFE Evrokredit B9 ,Benedikt ,2012,49.92,Podravje
MFE EC Slovenj Gradec 1 ,Slovenj Gradec ,2012,49.98,Podravje
MFE EC Slovenj Gradec 3 ,Slovenj Gradec ,2012,33.91,Podravje
MFE EC Slovenj Gradec 2 ,Slovenj Gradec ,2012,49.98,Podravje
MFE Lipuš ,Ptuj ,2012,12.96,Podravje
MFE Hajšek 2 ,Majšperk ,2012,13.44,Podravje
MSE Dušan Vovšek 3 ,Laporje ,2012,49.91,Podravje
MSE PP Sela 1 ,Hajdina ,2012,748.4,Podravje
MFE Verčkovnik ,Slovenj Gradec ,2012,49.92,Podravje
Mala sončna elektrarna MSE JJ-EETI - 2 s.p. ,Slovenska Bistrica ,2012,49.91,Podravje
MFE Evrokredit B10 ,Benedikt ,2012,49.92,Podravje
MFE Evrokredit B11 ,Benedikt ,2012,49.92,Podravje
MFE Evrokredit B12 ,Benedikt ,2012,49.92,Podravje
MFE Evrokredit B13 ,Benedikt ,2012,49.92,Podravje
Mala sončna elektrarna Tišler 2 ,Lapolje ,2012,31.96,Podravje
SE Žmavc ,Jakobski Dol ,2012,49.9,Podravje
MSE Dušan Vovšek 2 ,Slovenska Bistrica ,2012,49.91,Podravje
SE Mlakar ,Videm pri Ptuju ,2012,49.92,Podravje
MFE Quadro ,Maribor ,2012,23.03,Podravje
Mikro sončna elektrarna Rek ,Šmartno pri Slovenj Gradcu ,2012,32.83,Podravje
MFE Keber ,Maribor ,2012,37,Podravje
FE Merc ,Ptuj ,2012,4.3,Podravje
FE Rus ,Ptuj ,2012,4.3,Podravje
MSE PP Draženci ,Hajdina ,2012,999.6,Podravje
MFE Spevan 2 ,Veličina ,2012,39.36,Podravje
Mala sončna elektrarna Kreitner Šumer ,Orehova vas ,2012,15.33,Podravje
MSE Rajh ,Zgornja Polskava ,2012,34.79,Podravje
MFE Spevan Ana 2 ,Voličina ,2012,39.36,Podravje
Mala sončna elektrarna MSE Ferk ,Zgornja Korena ,2012,49.91,Podravje
Mikro fotonapetostna elektrarna MFE Pahič ,Slovenska Bistrica ,2012,49.92,Podravje
Sončna elektrarna ATES 2 ,Slovenska Bistrica ,2012,22.88,Podravje
MFE Žnidarič ,Gorišnica ,2012,49.9,Podravje
MFE Petrovič II ,Ptuj ,2012,49.9,Podravje
SE DOM MURETINCI ,Gorišnica ,2012,49.82,Podravje
SE Alfamont ,Maribor ,2012,44,Podravje
MFE ITI ELEKT ,Jurovski Dol ,2012,30,Podravje
MFE MODRA ENERGIJA 2 ,Cirkulane ,2012,14.7,Podravje
MFE Vinišnik ,Šmartno pri Slovenj Gradcu ,2012,48.96,Podravje
Sončna elektrarna G&G ,Poljčane ,2012,49.92,Podravje
SE Slovenja vas 5 ,Hajdina ,2012,49.5,Podravje
SE Slovenja vas 6 ,Hajdina ,2012,49.5,Podravje
MFE Iršič ,Laporje ,2012,49.98,Podravje
MFE Frešer ,Šmartno na Pohorju,2012,49.75,Podravje
SE Kipertrans ,Hoče ,2012,74.46,Podravje
Mala sončna elektrarna Skuber II ,Ptuj ,2012,38.87,Podravje
MFE FRICOLE II ,Ptuj ,2012,39.2,Podravje
MFE FRICOLE I ,Ptuj ,2012,41.16,Podravje
MFE Kolar Radlje ,Radlje ob Dravi ,2012,27,Podravje
MFE Pratnekar ,Mežica ,2012,15,Podravje
MFE Krajnc ,Radlje ob Dravi ,2012,39.84,Podravje
MFE Tlaki ,Hoče ,2012,49.92,Podravje
MFE Podkev ,Limbuš ,2012,31.35,Podravje
Mala sončna elektrarna Štajer les Ptuj ,Ptuj ,2012,43.2,Podravje
FV elektrarna Riedl CNC ,Maribor ,2012,200.16,Podravje
FV elektrarna Riedl Tomaž ,Maribor ,2012,226.8,Podravje
MFE DM16 ,Maribor ,2012,11,Podravje
MFE Hajšek ,Majšperk ,2012,49.98,Podravje
MFE Vivod ,Oplotnica ,2012,20.09,Podravje
MFE TSP 5 - Sončna elektrarna na strehi skladiščnega objekta ,Radlje ob Dravi ,2012,700,Podravje
MFE Pušnik ,Zgornja Ložnica ,2012,49.75,Podravje
Mala sončna elektrarna Štajer les Bukovci ,Markovci ,2012,20.64,Podravje
MFE ELPOS1 ,Poljčane ,2012,16.75,Podravje
Mala sončna elektrarna Meznarič ,Markovci ,2012,44.88,Podravje
Mala sončna elektrarna Goričan Branko ,Destrnik ,2012,17.04,Podravje
MFE Bratkovič ,Spodnji Duplek ,2012,15,Podravje
Mala sončna elektrarna Ignac Prosenjak ,Ptuj ,2012,45.12,Podravje
Sončna elektrarna MSE Pulko II ,Juršinci ,2012,49.75,Podravje
MFE LAVRE ,Šmartno pri Slovenj Gradcu ,2012,28.5,Podravje
MFE Krajnc ,Šmartno pri Slovenj Gradcu ,2012,18,Podravje
MFE - KIDRIČEVO - SKLADIŠČE 3 ,Kidričevo ,2012,49.4,Podravje
SE Živko 3 - integrirana SE ,Lenart v Slovenskih goricah ,2012,20.1,Podravje
SE Živko 1 ,Lenart v Slovenskih goricah ,2012,40,Podravje
MFE - KIDRIČEVO - SKLADIŠČE 5 ,Kidričevo ,2012,49.4,Podravje
MFE Mulec ,Šmartno pri Slovenj Gradcu ,2012,49.92,Podravje
Mala fotonapetostna elektrarna MFE Pinus Rače ,Rače ,2012,964.85,Podravje
Mala sončna elektrarna MSE Stegne ,Zgornja Ložnica,2012,49.98,Podravje
SE- Žunkovič ,Podlehnik ,2012,39.59,Podravje
MFE Kobovc ,Prevalje,2012,29,Podravje
Mala sončna elektrarna Tišler d.o.o. ,Laporje ,2012,45.84,Podravje
MFE INPOS PREVALJE - mala fotonapetostna elektrarna ,Prevalje ,2012,206.09,Podravje
"MFE Merkač, Brda - sončna elektrarna na strehi bivalnega objekta ",Šmartno pri Slovenj Gradcu ,2012,11.88,Podravje
MFE HB 5 ,Slovenska Bistrica ,2012,49.82,Podravje
Mala fotonapetostna elektrarna Litostroj ,Ravne na Koroškem ,2012,280,Podravje
Mala sončna elektrarna MSE W.D. Tehnik ,Slovenska Bistrica ,2012,49.91,Podravje
MFE Tlakovci Podlesnik ,Maribor ,2012,199.64,Podravje
MFE - KIDRIČEVO - SKLADIŠČE 2 ,Kidričevo ,2012,49.4,Podravje
SE Bauman ,Rače ,2012,49.92,Podravje
Mala fotonapetostna elektrarna MFE Bonis-Tibar Ekoing ,Maribor ,2012,193,Podravje
GG MB II ,Slovenska Bistrica ,2012,49.92,Podravje
SE- SIMAM ,Markovci ,2012,18.8,Podravje
MFE AZA V. ,Lenart v Slovenskih goricah ,2012,49.92,Podravje
MFE Bratuša ,Gorišnica,2012,25.48,Podravje
MFE Bera ,Zgornja Ložnica ,2012,12,Podravje
SE - KZ Markovci ,Markovci ,2012,49.92,Podravje
MFE POZITRON ,Slovenj Gradec ,2012,49.92,Podravje
MFE PO-LES ,Oplotnica ,2012,45.44,Podravje
Sončna elektrarna Kuhar 2 ,Ptuj ,2012,49.8,Podravje
MFE Rupnik 1 ,Oplotnica ,2012,19.76,Podravje
MFE Pogorevc - mikro fotonapetostna elektrarna,Mislinja ,2012,14.04,Podravje
MFE Križanec,Hajdina ,2012,30.75,Podravje
Mala fotonapetostna elektrarna KLINC,Ptuj ,2012,29.61,Podravje
MFE Štuki,Ptuj ,2012,195.98,Podravje
Sončna elektrarna MFE VEDENJE ,Ptuj ,2012,49.35,Podravje
MFE SGD Strdin ,Hoče ,2012,49.92,Podravje
MSE Jože Kocuvan ,Pernica PJ,2012,49.98,Podravje
MSE Bajt ,Maribor ,2012,49.92,Podravje
MFE HB 4 ,Zgornja Polskava ,2012,12.5,Podravje
MFE Šoba ,Pragersko ,2012,13.72,Podravje
MFE OVEN - Bavaria - IT ,Pernica ,2012,49.98,Podravje
MFE Petrovič ,Ptuj ,2012,48.62,Podravje
Sončna elektrarna MSE Drevenšek ,Lovrenc na Dravskem polju ,2012,49.92,Podravje
Mikro fotonapetostna elektrarna MFE Strnad ,Oplotnica ,2012,49.98,Podravje
MSE Unuk ,Cirkovce ,2012,49.5,Podravje
MSE Murko ,Lovrenc na Dravskem polju,2012,49.92,Podravje
MSE Svenšek 6 ,Hajdina ,2012,42.96,Podravje
MFE Svenšek 3 ,Hajdina ,2012,49.14,Podravje
MFE Razbornik ,Smartno pri Slovenj Gradcu ,2012,24.68,Podravje
MSE Svenšek 2 ,Hajdina ,2012,49.14,Podravje
MSE Svenšek 1 ,Hajdina ,2012,49.14,Podravje
FE M.L.A. ,Spodnji Duplek ,2012,23.04,Podravje
Sončna elektrarna M.G.72 ,Poljčane ,2012,49.92,Podravje
MSE SPV SIM 1 ,Ptuj ,2012,702.7,Podravje
MFE - KIDRIČEVO - SKLADIŠČE4 ,Kidričevo ,2012,49.4,Podravje
MFE Jezeršek ,Radlje ob Dravi ,2012,49.92,Podravje
MFE Comtron In 1 ,Maribor ,2012,45.7,Podravje
MFE Comtron In 3 ,Maribor ,2012,49.92,Podravje
MFE Comtron In 2 ,Maribor ,2012,49.92,Podravje
MFE Comtron In 4 ,Maribor ,2012,49.92,Podravje
Sončna elektrarna MSE Hrga ,Juršinci ,2012,49.68,Podravje
MFE Avtoservis II ,Slovenj Gradec ,2012,34.3,Podravje
MSE Žnidarko ,Majšperk ,2012,35.36,Podravje
MSE SPV SIMB 2 ,Ptuj ,2012,820.9,Podravje
MSE Bio solis Placerovci 1 ,Gorišnica ,2012,47.84,Podravje
MSE BIO SOLIS Placerovci 2 ,Gorišnica ,2012,47.84,Podravje
Mala fotonapetostna elektrarna MFE MTT - 1 ,Maribor ,2012,949.77,Podravje
SE Gerlič-Nachberger ,Ptuj ,2012,49,Podravje
MSE Ozmec Trgovišče ,Velika Nedelja ,2012,49.98,Podravje
MFE SPV SIMBI 3 ,Ptuj ,2012,327.79,Podravje
MSE Krovstvo Petrovič III ,Kidričevo ,2012,49.5,Podravje
MFE MODRA ENERGIJA 1 ,Ptuj ,2012,9.31,Podravje
"MSE ŽIPO LENART 3, parc. št. 532 k.o. Šetarova ",Lenart v Slovenskih goricah ,2012,44.98,Podravje
Sončna elektrarna KOKOL 2 ,Ptuj ,2012,35.04,Podravje
Mala sončna elektrarna Alius d.o.o. ,Zgornja Ložnica ,2012,33.13,Podravje
MFE HOFER PTUJ ORMOŠKA ,Ptuj ,2012,63.79,Podravje
MFE HOFER PTUJ ZAGREBŠKA ,Ptuj ,2012,49.94,Podravje
MFE HOFER ORMOŽ ,Ormož ,2012,49.94,Podravje
"MSE ŽIPO LENART 4, parc. št. 531 k.o. Šetarova ",Lenart v Slovenskih goricah ,2012,44.98,Podravje
MFE LAVALUKS ,Maribor ,2012,204.48,Podravje
MFE Brodnjak ,Gorišnica ,2012,41.86,Podravje
MFE Kočnik ,Zgornja Ložnica ,2012,12.25,Podravje
MFE Alerta 3 ,Trnovska vas ,2012,49.92,Podravje
MFE Skrivarnik ,Slovenj Gradec ,2012,12.99,Podravje
MFE Avtoservis I ,Slovenj Gradec ,2012,48.9,Podravje
Sončna elektrarna Vohl ,Lenart v Slovenskih goricah ,2012,37.5,Podravje
MFE Acron ,Slovenj Gradec ,2012,49.25,Podravje
MFE Kolarič ,Gorišnica ,2012,33.28,Podravje
MFE Pšeničnik ,Muta ,2012,49.9,Podravje
"MFE Kaiser - 49,92 kWp ",Cirkovce ,2012,49.92,Podravje
SE Jager Starše ,Starše ,2012,49.5,Podravje
MSE Goričan 2 ,Cirkovce ,2012,39.12,Podravje
FVE KOŠAKI TMI d.d. ,Maribor ,2012,29.9,Podravje
SE Jager Moškanjci ,Gorišnica ,2012,49.5,Podravje
"MFE Šprah - 49,92 kWp ",Cirkovce,2012,49.92,Podravje
MSE Herzog ,Lenart v Slovenskih goricah ,2012,49.5,Podravje
MFE Plamen ,Slovenj Gradec ,2012,15,Podravje
MSE MB Energija ,Maribor ,2012,49.92,Podravje
MFE Vuk ,Ptuj ,2012,12.5,Podravje
MSE Sagadin v k.o. Hajdina ,Ptuj ,2012,5.76,Podravje
MFE Kamasun 1 ,Zgornja Ložnica ,2012,49.99,Podravje
MFE Frešer ,Slovenska Bistrica ,2012,18.75,Podravje
MFE DR7 ,Dravograd ,2012,43.68,Podravje
MFE Gornjec ,Slovenj Gradec ,2012,13.5,Podravje
MFE Vogelnik ,Ravne na Koroškem ,2012,47.77,Podravje
MFE Topolič ,Slovenska Bistrica ,2012,49.75,Podravje
MFE Kočnik 1,Zgornja Ložnica,2013,29.4,Podravje
Mala sončna elektrarna Hercog II,Ptuj,2013,49.92,Podravje
MFE Repnik 2,Laporje,2013,42.24,Podravje
MFE Repnik 1,Laporje,2013,42.24,Podravje
MSE Supernova 6,Maribor,2013,49.5,Podravje
MSE AP SEVER,Majšperk,2013,873.6,Podravje
MSE Tomše II,Fram,2013,49.82,Podravje
Mala sončna elektrarna Erik Šrumpf,Sladki Vrh,2013,9.8,Podravje
MFE Jezeršek 2,Radlje ob Dravi,2013,12.5,Podravje
MSE AP Deguel Severozahod,Majšperk,2013,48.48,Podravje
MFE Joil d.o.o.,Dravograd,2013,16,Podravje
MSE L.K.F. d.o.o.,Ptuj,2013,49.75,Podravje
MSE VIŠIČ 1,Oplotnica ,2013,49.98,Podravje
MSE NATURA ELEKTRIKA na strehi,Maribor,2013,494.91,Podravje
Mala sončna elektrarna MSE JJ-EETI - 4,Slovenska Bistrica ,2013,47.76,Podravje
Mala sončna elektrarna MSE JJ-EETI - 3,Slovenska Bistrica ,2013,49.92,Podravje
MSE Energosol sistemi 1 - Jeruzalem Ormož,Ormož,2013,456,Podravje
MSE AP Deguel Sever,Majšperk,2013,48.48,Podravje
MSE AP Deguel Jugozahod,Majšperk,2013,48.48,Podravje
MSE AP Deguel Jug,Majšperk,2013,48.48,Podravje
MFE OŠ Ljudski vrt,Ptuj,2013,270.97,Podravje
FE Mlaker,Maribor,2013,14.88,Podravje
MSE Marnit,Hoče,2013,211.2,Podravje
MSE MTT 2 ,Maribor,2013,775.69,Podravje
FE Platnjak 2 - 42 kWp,Hoče,2013,42,Podravje
MSE Meja Hladilnica,Lenart v Slovenskih goricah,2013,419.52,Podravje
MSE AP Deguel Volnica,Majšperk,2013,48.48,Podravje
MFE KOČNIK 2 ,Zgornja Ložnica,2013,8,Podravje
Sončna elektrarna Schrack Technik,Slovenj Gradec,2013,6,Podravje
MFE Verdel,Črna na Koroškem,2013,3.69,Podravje
Mala sončna elektrarna Drevenšek II,Lovrenc na Dravskem polju,2013,49.92,Podravje
MFE ALPLES - mala fotonapetostna elektrarna,Šmartno pri Slovenj Gradcu ,2013,308.79,Podravje
MFE EC Mestinje 2,Slovenska Bistrica ,2013,35.77,Podravje
MSE MAK ,Maribor ,2013,13.6,Podravje
MSE Visolis ,Orehova vas ,2013,414,Podravje
MFE Fale ,Prevalje,2013,14.7,Podravje
MSE Kajzer ,Maribor ,2013,3.68,Podravje
Sončna elektrarna MSE Pulko III ,Juršinci ,2013,43.2,Podravje
Sončna elektrarna MSE Pulko IV ,Juršinci ,2013,43.2,Podravje
MSE Lacko 2 ,Ptuj,2013,49.5,Podravje
MSE Ignac Topolovec ,Zgornji Leskovec,2013,20,Podravje
MFE Goja,Ptuj,2013,239.85,Podravje
MSE Apolis,Selnica ob Dravi,2013,4.8,Podravje
MSE KROPF,Ravne na Koroškem,2013,49.98,Podravje
Sončna elektrarna MSE Pulko V,Majšperk,2013,49.98,Podravje
Mikro fotonapetostna elektrarna MFE Kenda 2,Ptuj,2013,29.4,Podravje
MFE RAJH 1,Fram,2013,107.04,Podravje
MFE ŠKERJANEC 1,Limbuš,2013,13.6,Podravje
MFE ŠKERJANEC 2,Ptuj,2013,11,Podravje
MSE SIMBI3,Markovci,2013,145.5,Podravje
MSE AP Deguel Vzhod Deljena,Majšperk,2013,43.42,Podravje
MSE TOMŠE IV,Fram,2013,49.82,Podravje
MFE MAX,Limbuš,2013,165.87,Podravje
MSE PH SOLAR SE 2 ,Gorišnica,2013,260,Podravje
MSE Šega Janko,Zgornja Ložnica,2013,49.98,Podravje
MSE Paloma Ceršak,Ceršak,2013,240.1,Podravje
MSE Hidus,Gorišnica,2013,163.8,Podravje
MSE Perko,Kamnica,2013,20,Podravje
MSE Supernova 8,Maribor,2013,49.5,Podravje
MFE NUMISMA,Lovrenc na Pohorju,2013,13.5,Podravje
SE Horvat,Sveeti Tomaž,2013,49.92,Podravje
MSE Svenšek 5,Hajdina,2013,49.92,Podravje
MSE Svenšek 4,Hajdina,2013,49.92,Podravje
MFE Tišma,Maribor,2013,49.98,Podravje
"MFE Pihler I - 49,98",Ptuj,2013,49.98,Podravje
MSE Paloma Sladki Vrh 1,Sladki Vrh,2013,91.63,Podravje
MFE Skutnik,Dravograd ,2013,11,Podravje
"MFE Gasilska vozila Pušnik - 49,98 kWp",Slovenska Bistrica,2013,49.98,Podravje
MSE Šega Martina,Zgornja Ložnica,2013,49.98,Podravje
"MFE Mulec - 15,925 kWp",Fram ,2013,15.93,Podravje
MFE Gorjup 1,Ravne na Koroškem,2013,49.92,Podravje
MFE Darson 3,Šentjanž pri Dravogradu,2013,17.32,Podravje
MFE Motaln II,Šmartno na Pohorju,2013,26.95,Podravje
MFE JAN 2,Ravne na Koroškem,2013,49.92,Podravje
Mala sončna elektrarna MSE Stegne 2,Zgornja Ložnica,2013,49.92,Podravje
Mala fotonapetostna elektrarna MFE TUŠ C&C Maribor,Maribor,2013,949.86,Podravje
Mikro fotonapetostna elektrarna MFE Kiker,Zgornja Polskava,2013,22.88,Podravje
MFE A-SOL 2,Ravne na Koroškem,2013,49.92,Podravje
MFE ARHSOL 6,Ravne na Koroškem,2013,49.92,Podravje
MFE TILERSON,Šentjanž pri Dravogradu,2013,49.92,Podravje
MSE Janez Kolar,Ptujska Gora,2013,43.68,Podravje
MSE Supernova 7,Maribor,2013,49.5,Podravje
MSE Supernova 1,Maribor,2013,49.5,Podravje
MSE Supernova 2,Maribor,2013,49.5,Podravje
MSE Supernova 3,Maribor,2013,49.5,Podravje
MSE Supernova 4,Maribor,2013,17.75,Podravje
Mala sončna elektrarna Novomat,Maribor,2013,49.92,Podravje
MFE METALPLAST 1,Prevalje,2013,49.92,Podravje
MSE Paloma Sladki Vrh 2,Sladki Vrh,2013,129.36,Podravje
MFE Zavod za šport Ptuj,Ptuj,2013,135.73,Podravje
MFE Sonček Energija,Dravograd,2013,250.09,Podravje
MFE Hofer Maribor Šentiljska,Maribor,2013,64.05,Podravje
MFE Hofer Slovenska Bistrica,Slovenska Bistrica,2013,64.05,Podravje
MSE Valentan 2,Kidričevo ,2013,49.4,Podravje
MSE Supernova 5,Maribor,2013,49.5,Podravje
MFE Hofer Radlje ob Dravi,Radlje ob Dravi,2013,65.96,Podravje
MSE Jerebič,Ormož,2013,49.98,Podravje
MFE Kolar 1,Oplotnica,2013,36.4,Podravje
MSE Zupanič Stanislav s.p.,Hajdina,2013,35.88,Podravje
MSE BOKI II,Orehova vas ,2013,29.4,Podravje
MFE Tovšak,Mislinja,2013,17.04,Podravje
Sončna elektrarna MSE Pihler,Ptuj,2013,49.92,Podravje
MSE Goričan II,Cirkovci,2013,49.5,Podravje
MFE Hofer Maribor Vlahovičeva,Maribor,2013,64.05,Podravje
MFE Hofer Maribor Preradovičeva,Maribor,2013,64.05,Podravje
MFE Hofer Maribor Ptujska,Maribor,2013,64.05,Podravje
MSE Valentan 1,Kidričevo ,2013,49.4,Podravje
MFE OVEN-ADORNO,Maribor,2014,49.9,Podravje
MSE MEDICINSKA FAKULTETA,Maribor,2014,39.85,Podravje
MSE Pušnik 2,Slovenska Bistrica,2014,15,Podravje
MSE JEREBIČ 2 ,Ormož,2014,49.75,Podravje
MFE DIHPOL ,Prevalje ,2014,22.1,Podravje
FOTOVOLTAIČNA ELEKTRARNA KOVINOPLASTIKA,Pernica,2014,82.5,Podravje
Mikro fotovoltaična elektrarna Nerat ,Kamnica ,2014,10.2,Podravje
MFE FIŠER,Podgorje pri Slovenj Gradcu ,2016,22.57,Podravje
Sončna elektrarna GKV Solar d.o.o.,Lenart v Slovenskih goricah,2016,999.5,Podravje
MFE Motaln-ARHSOL,Šmartno na Pohorju,2016,40.94,Podravje
7.8.2018 do 7.8.2023,Maribor,2018,168.3,Podravje
SE FEAL 3,Ptuj,2018,37.73,Podravje
MFE Ovsenjak,Moravske Toplice ,2008,48.3,Prekmurje
MSE Šuklar Jožef,Murska Sobota ,2008,1,Prekmurje
MFE Vrbnjak,Beltinci ,2009,15.6,Prekmurje
MSE Anton Kocuvan,Mala Nedelja ,2009,49.92,Prekmurje
"Fotovoltaična elektrarna 26,18kWp na poslovnih objektih Kreft",Ljutomer ,2009,26.18,Prekmurje
MSE Gornjec Branko,Tišina ,2009,14.24,Prekmurje
